Smiles,IC50
Cc1ccccc1NC(=O)c1ccc(NC(=O)CSc2nc3ccccc3n3cnnc23)cc1,18.4
COCCOc1cc2ncnc(NC3=CC(=O)C(OCc4c(F)c(F)c(F)c(F)c4F)=CC3=O)c2cc1OC,18.6
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,18.9
O=C(Nc1cccc(C(F)(F)F)c1)c1cccc(N2CCc3ncncc3C2)c1,19
Cc1ccc(Nc2ncc(-c3ccccc3)s2)nc1,19
COCCN(CCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1)Cc1ccccc1,19
Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Oc2ncnc3ccn(C)c23)cc1Cl,19
Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CC2,19
COc1ccc(N(C)c2nc(C)nc3oc(C)cc23)cc1,19.1
Nc1n[nH]c2cccc(C#Cc3cccc(NC(=O)Nc4ccccc4)c3)c12,20
Cc1ccc(Nc2ncnn3cc(C)c(C)c23)cc1O,20
CCN(CC)C(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)ccn2)c1,20
Cc1cc(NC(=O)Nc2ccc(-c3nccc4[nH]nc(N)c34)cc2)ccc1F,20
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@H](C)O)c(C)c34)ccc2[nH]1,20
COc1ccc2c(c1)CCN2c1nc(C)nc2oc(C)cc12,20.9
CCSCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,21
COc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c1C(=O)NC2,21
COc1ccc(N(C)c2nc(C)nc3c(Cc4ccccc4)c[nH]c23)cc1.Cl,21.3
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,22
CNC(=O)/C=C/c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,22
CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4ccccn4)c3)o2)c1,22
O=C(Nc1cccc(C(F)(F)F)c1)n1ccc2cc(Oc3ncnc4c3CCNC4)ccc21,22
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,22.6
c1ccc(-n2cnc3cc(-c4ccc(OCCN5CCCCC5)nc4)ccc32)cc1,23
CN(C)[C@H]1CCN(C(=O)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6)C5=O)cc4F)c3s2)C1,23
c1cc(-c2cnc3c(-c4ccsc4)cnn3c2)ccn1,24
Cc1cccc(NC(=O)Nc2ccc(-c3ccc(OCCN4CCCC4=O)c4[nH]nc(N)c34)cc2)c1,25
Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(CCN1CCOCC1)CC2,25
CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,25
CCc1cccc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,25
CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4cncn4C)c3)o2)c1,25
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1,26
Cc1ccoc1C(=O)Nc1cccc(Oc2ccnc(-c3cc(C(=O)NCC(O)CO)c[nH]3)c2)c1,26
CCn1ccnc1-c1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)c2s1,26
COc1cccc2c1c(/C=C1\C(=O)NN=C1c1cnccn1)cn2C,26
Clc1cc(Cl)cc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)c1,26
Cc1cccc(NC(=O)Nc2ccc(-c3c(C)sc4ccnc(N)c34)cc2)c1,27
COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)cc1OC,27
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)N5CCC(S(=O)(=O)O)CC5)c[nH]4)c3)cc2)c1,27
COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)n[nH]2)cc(OC)c1,27
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C(=O)Cn2cncc2[N+](=O)[O-])CC1,27.13
O=c1cc(-c2ccn3c(-c4ccccc4)cnc3c2)ccn1CCCN1CCCCC1,28
COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)ccc34)ccc12,28
CN1CCN(C(=O)c2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,29
CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(CC(F)(F)F)o4)c(C(C)C)c23)c(F)cc1F,29
CCCn1c2ccc(NC(=O)Nc3cc(C)ccc3F)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,29
COc1cc2c(NC3=CC(=O)C(OCc4ccccc4)=CC3=O)ncnc2cc1OCC1CCN(C)CC1,29.5
COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)n[nH]2)cc(OC)c1,29.5
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,30
Cn1cnc(C(=O)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2)c1,30
CNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccccc4o3)c3ccccc23)n1,30
O=C1NCc2cccc(-c3cc4cc(OCCCO)ccc4[nH]3)c21,30
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,30
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1Cl,30
C[C@H]1Cc2c(ncnc2Oc2ccc3c(ccn3C(=O)Nc3cc(C(C)(C)C)on3)c2)CN1,30
COc1ccc(Nc2nc(C)nc3c(Cc4ccccc4)c[nH]c23)c(OC)c1.Cl,30.1
COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)cc1,30.6
C/C(=N\OC(C)C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,31
COc1ccnc(Nc2ccc3c(c2)c2c4c(c5c(c2n3CC(C)C)CCc2nn(C)cc2-5)C(=O)NC4)n1,32
COC(=O)C1CCCN1CCCNC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)ccn2)c1,32
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5ccccc5)cnc(N)c34)cc2)c1,33
Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(C5CC5)cnn4c3N)cc2)c1,33
COc1cc(-c2cc(NC(=O)Nc3cc(OCCCN4CCOCC4)ccc3C)cc(OC)c2OC)ccc1C(C)=O,33.3
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,33.88
Cc1ccc(OCC#Cc2cc(-c3n[nH]c4c3Cc3cc(CN5CCN(C)CC5)ccc3-4)cs2)cc1C,34
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,34
Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(Cl)c2)cc1,34.67
O=C(Nc1cccc(Cl)c1)Nc1cccc(-c2ccc3c(=O)[nH]cnc3c2)c1,34.68
Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cccc(Cl)c2)cc1,35
CC(C)(C)c1cccc(NC(=O)c2nscc2NCc2ccncc2)c1,35
Cn1cc(Nc2ncc(C(F)(F)F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,35
CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OC4CCN(C)CC4)c(C(C)C)c23)c(F)cc1F,36
Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(CCN1CCOCC1)CCC2,36
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,38
Cc1cc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)ccc1S(C)(=N)=O,39
Cc1cc2c(F)c(Oc3ncnc(N)c3/C=N/OCCN3CCOCC3)ccc2[nH]1,39
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@H](C)O)c(C)c34)ccc2[nH]1,40
CC(C)(Nc1nc(NO)nc(Nc2ccc3ncsc3c2)n1)c1ccccc1,40
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCCN1CCOCC1,40
COc1cccc(NC(=O)Nc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,40
COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCCn1ccnn1,40
CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,40
COCCOc1cc2ncnc(NC3=CC(=O)C(OC(CF)CF)=C(OC)C3=O)c2cc1OC,41
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cnn(Cc4ccccc4)c3)ncc2Cl)[C@H]2C=C[C@@H]1C2,42
O=C(Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccccc4)nc3c2)cc1)Nc1cc(C(F)(F)F)ccc1F,42
COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,43
Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(Cl)c(C(F)(F)F)c2)o1,43
COc1cccc(NC(=O)Nc2ccc(-c3cc4ccccc4n3C(N)=O)cc2)c1,45
Cc1cc(Nc2ncc(Br)c(N[C@H](C)C(C)(C)O)n2)ccc1S(C)(=N)=O,45
COc1ccc(NC(=O)N2CCc3nc(-c4cc5ccccc5[nH]c4=O)[nH]c3C2)cc1,46
COCCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(F)c4)=CC3=O)c2cc1OC,46.1
CCNC(=O)Nc1ccc(Oc2ncccc2-c2ccnc(NC)n2)c2ccccc12,48
CNc1ncc2cc(-c3cc(C(=O)Nc4cccc5c4CCC5)ccc3C)ccc2n1,48
O=C1NCc2c1c1c(c3c2c2ccccc2n3CCCO)Cc2ccccc2-1,48
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3ccc(OCCC(C)(C)N)c4[nH]nc(N)c34)c3ccccc23)c1,48.3
COc1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(CC5CCNCC5)c4)nc3c2)c1,48.98
Nc1ncnc2c1N=C(c1ccc(NC(=O)Nc3cccc(C(F)(F)F)c3F)cc1)CCN2,49
CCN(Cc1ccccc1)c1nc(O)nc(Nc2ccc3ncsc3c2)n1,49
Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(-c5cccs5)cnn4c3N)cc2)c1,49
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4cccn4)ccc2-3)cs1)COc1ccccc1,49
Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(C5CCCCO5)ccc4n(C4CCCC4)c13)CNC2=O,50
Cn1cc2c(n1)CCc1c-2c2c(c3c4cc(C5CCCCO5)ccc4n(CCCO)c13)CNC2=O,50
CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3ccccc3)o2)c1,50
Cc1ccc(Nc2ncnn3cc(C(=O)NCCCN4CCOCC4)c(C)c23)cc1O,52
CNC(=O)N1CCN(Cc2ccc(-c3ccn4c(-c5ccccc5)cnc4c3)cc2)CC1,52
Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2ccc(F)cc2)cc1,52
Cc1cccc(NC(=O)Nc2ccc(-c3c(Cc4ccncc4)sc4ncnc(N)c34)cc2)c1,53
COc1cc(OC)cc(N(CCO)c2ccc3ncc(-c4cnn(CCO)c4)nc3c2)c1,53.7
COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,57
CC(C)SCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,57
COCCOc1cc2ncnc(NC3=CC(=O)C(N4CC(C)OC4=O)=CC3=O)c2cc1OC,59.7
CCc1cccc(NC(=O)Nc2csc(-c3cc4ccccc4n3C(N)=O)c2)c1,60
COc1cc2nccc(Oc3ccc4c(NCc5ccccc5)nn(C)c4c3)c2cc1OC,60
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1OC,60
Cc1[nH]c(/C=C2\C(=O)Nc3ccncc32)c(C)c1C(=O)NCCN(C)C,60
COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]c2c(c1CCC(=O)O)CCCC2,60
CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CN1CCOCC1)CCCC3)C(=O)N2,60
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncccc1-c1ccncn1,61
COC(=O)c1cn2ncnc(Nc3cccc(O)c3)c2c1C,61
COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)cc3F)ncnc2cc1OCCCN1CCN(C)CC1,62
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,62
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncc2c1ccn2C,63.5
Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccccc4)cc3)c12,64
CC(=O)Nc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c1C(=O)NC2,64
COc1cccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)c1,64
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN(C)C)cc1)c1ccccc1,64
CN(c1ccc(NC(=O)Nc2c(Cl)cccc2Cl)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,65
COc1cc2ncnc(Nc3cc(O)cc(F)c3)c2cc1OC,66
COc1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(CCCN)c4)nc3c2)c1,66.07
COc1cc(CCc2cc(-c3nc4ccc(N5CCN(C)CC5)cc4[nH]3)n[nH]2)cc(OC)c1,66.26
CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)ccc34)cc2OC)cn1,67
CN(C)CC1CCCN(CCCn2ccc(-c3ccn4c(-c5ccccc5)cnc4c3)cc2=O)C1,67
Clc1cccc(Nc2cncc(-c3cncc(NCCCn4cncn4)c3)n2)c1,67.61
C[C@@H](Nc1nc(Nc2ccc(S(=N)(=O)CCO)cc2)ncc1Br)C(C)(C)O,69
Nc1ncnc2onc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,70
COc1ccc(NC(=O)Nc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)cc1,70
Cc1cc2c(F)c(Oc3ncnn4cc(OCCCS(C)(=O)=O)c(C)c34)ccc2[nH]1,70
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(C(=O)NNc4ccccc4)cc32)c(C)c1CCC(=O)O,70
Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)c(Cl)c2)c1,71
COc1ccc(-c2cnc3c(-c4ccccc4)cnn3c2)cc1,71
CONC(=O)c1cc(Nc2ncnn3cc(-c4n[nH]c(C)n4)c(C(C)C)c23)c(F)cc1F,71
COc1cc(-c2cc(NC(=O)Nc3cc(OCCN(C)C)ccc3C)cc(OC)c2OC)ccc1C(C)=O,71.4
Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(Br)cnn4c3N)cc2)c1,72
CN1CCC(COc2ccc3c(Nc4ccc(CC(=O)Nc5ccc(F)c(F)c5)cc4)ncnc3c2)CC1,73
CC(C)(C)c1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1,75
CC(=O)c1ccc2c(c1)c1c3c(c4c(c1n2C(C)C)CCc1nn(C)cc1-4)C(=O)NC3,75
FC(F)(F)c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,76
CCN1CCN(Cc2ccc(-c3cc4c([C@](C)(N)c5ccccc5)ncnc4[nH]3)cc2)CC1,77
FC(F)(F)c1cc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)cc(C(F)(F)F)c1,77
CC(=O)N1CCN(Cc2ccc(-c3ccn4c(-c5ccccc5)cnc4c3)cc2)CC1,77
O=C(Nc1ccc(OCCN2CCOCC2)c(Cl)c1)c1cccc(-c2cccc(O)c2)c1,77.45
Cc1c(OC[C@@H](C)O)cn2ncnc(Oc3ccc4[nH]c(CO)cc4c3F)c12,78
CC(C)(C)c1cc(NC(=O)c2cnc3cc(Oc4ncnc5c4CNC5)ccn23)no1,78
CCOC(=O)c1cn2ncnc(Nc3ccc(F)c(C(=O)NOC)c3)c2c1C(C)C,79
FC(F)(Cl)Oc1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1,79
Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(C(F)(F)F)c(Cl)c1,79
Cc1cccc(Nc2nnc(Cc3ccncc3)c3ccccc23)c1,80
Nc1noc2cccc(-c3ccc(NC(=O)Nc4cc(F)cc(F)c4)cc3)c12,81
O=C(Nc1ncc(-c2ccccc2)s1)c1ccccc1,81
Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(C(F)(F)F)cc2)o1,82
Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2Cl)c1,83
CCOC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,83
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(NC(=O)CN2CCN(C)CC2)cc1)c1ccccc1,83
COCCNC(=O)c1sc2ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2c1C,83
COCCOc1cc2ncnc(NC3=CC(=O)C(N4CCN(Cc5ccccc5)CC4)=CC3=O)c2cc1OC,84.8
Cc1ccc(NC(=O)c2c(NCc3ccncc3)ncn2C)cc1C(F)(F)F,89
N#Cc1cnc(Nc2ccc(CCO)cc2)nc1-c1ccc2[nH]ccc2c1,90
CCCc1c(C(=O)NCCCN2CCCC2)cn2ncnc(Nc3ccc(C)c(O)c3)c12,90
O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,90
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,90
CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(C(C)=O)c3)o2)c1,91
COCCOc1ccc2c(c1)Cc1c(-c3csc(C#CCOc4ccccc4)c3)n[nH]c1-2,92
COc1cc2nccc(CN3CCc4c(cccc4C(=O)NC4CC4)C3)c2cc1OC,92
COc1ccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)cc1OC,93
O=C(Nc1ccncc1)Nc1cc(-c2cccnc2)cc(C(F)(F)F)c1,93.02
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,94
Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,96
COCCN(C)CCCn1ccc(-c2ccn3c(-c4ccccc4)cnc3c2)cc1=O,96
COc1cc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)ccc1S(C)(=N)=O,97
CN1CCC(COc2ccc3c(Nc4ccc(NC(=O)NC5CC5)cc4)ncnc3c2)CC1,98
c1ccc(-c2ccn3c(-c4cncs4)cnc3c2)cc1,99
NC(=O)c1ccc(-c2nnc(Nc3ccc(Br)cc3)c3ccccc23)cc1,100
Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2ccccc21,100
O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,100
Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)c(Cl)c2)c1,100
COc1cc2nccc(Oc3ccc4oc(Nc5ccc(Cl)c(CN6CCN(C)CC6)c5)nc4c3)c2cc1OC,101
O=C1NCc2c1c1c(c3c2c2cc(Br)ccc2n3CCCO)Cc2ccccc2-1,104
O=C1NCc2c1c1c(c3c2c2ccccc2n3CCO)Cc2ccccc2-1,107
Cc1cn2c(-c3cnn(CC(=O)Nc4ccncc4)c3)cnc2c(Nc2cc(CN3CCCC(C)C3)ns2)n1,108
COc1cccc(Nc2nccc(N(C)c3ccc4cn(C)nc4c3)n2)c1,108
CCOC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,109
Clc1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1Cl,110
O=C1NCc2c1c1c(c3[nH]c4ccccc4c23)Cc2ccccc2-1,110
Nc1ncnc2c1N=C(c1ccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)cc1)CCN2,110
CS(=O)(=O)N1CCN(Cc2ccc(-c3ccn4c(-c5ccccc5)cnc4c3)cc2)CC1,110
O=C(NC1CCCC1)c1ccc(F)c(NCc2cnc(Nc3ccccn3)s2)c1,110
CC(Sc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br)C(C)(C)O,110
N#Cc1cnc(Nc2ccc(CCN3CCCC3)cc2)nc1-c1ccccc1,110
Cn1cnc(NCc2ccncc2)c1C(=O)Nc1ccc(OC(F)(F)F)cc1,110
COCCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccnc4)=CC3=O)c2cc1OC,110.5
Cc1ccc2nc(Cl)c(/C=C/C(=O)c3ccc(Br)s3)cc2c1,112.52
Clc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1,113
COc1ccc(-c2ccc3c(c2)ncn3-c2ccccc2)cc1,113
CCCCO/N=C/c1c(N)ncnc1Oc1ccc2[nH]c(C)cc2c1F,115
COC(=O)CC1CCN(C(=O)c2c[nH]c(-c3cc(Oc4ccc(NC(=O)Nc5cc(C)ccc5F)cc4)ccn3)c2)CC1,116
CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(C(C)C)c3)ccc2C)n1,117
O=C1NCc2cccc(-c3cc4cc(O)ccc4[nH]3)c21,119
O=C(Nc1ccc(Cl)c(Cl)c1)c1ccnn1CCc1ccncc1,120
Nc1nccc(Oc2ccc(NC(=O)Nc3nc4ccccc4s3)cc2)n1,120
CC(C)c1ccc(NC(=O)c2scnc2CCc2ccncc2)cc1,120
FC(F)(F)c1cc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)ccc1Cl,120
Cc1nc2cc(-n3ncc(C(=O)c4cc5ccc(CN6CCOCC6)cc5[nH]4)c3N)ccc2[nH]1,120
CCc1cc(O)c(F)cc1-c1cc(N[C@H]2C[C@H]3CC[C@@H](C2)N3)c2nc(N)ncc2c1,125.89
COCCOc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c1C(=O)NC2,126
c1ccc2c(-c3cncc(-c4ccsc4)c3)c[nH]c2c1,126
CNC(=O)c1ccc(-c2nnc(Nc3ccc(C(C)(C)C)cc3)c3ccccc23)cc1,130
CCOc1ccc(Nc2ncc3c(n2)-c2ccccc2NC(=O)C3)cc1,130
Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(OC(F)(F)Cl)cc2)o1,130
Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2cccc(OC(F)(F)F)c2)o1,130
Cc1cccc(NC(=O)Nc2ccc(-c3c(C(C)C)sc4ncnc(N)c34)cc2)c1,130
CCN1CCN(C2=CC(=O)C(Nc3ncnc4cc(OCCOC)c(OC)cc34)=CC2=O)CC1,133
Cc1csc(C(=O)/C=C/c2cc3ccc(C)cc3nc2Cl)c1,139.36
COc1cc(Nc2nnc(Cc3ccncc3)c3ccccc23)ccc1Cl,140
O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,140
CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(C#N)c3)o2)c1,141
CCCn1c(C)c(C(=O)Nc2ccc(Oc3ccnc4cc(OC)ccc34)c(F)c2)c(=O)n1-c1ccccc1,143
O=C1NCc2cccc(-c3cc4ccccc4[nH]3)c21,144
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4ccnn4)ccc2-3)cs1)COc1ccccc1,148
Cc1ccc2cc(/C=C/C(=O)c3ccc(I)s3)c(Cl)nc2c1,148.31
COc1ccc(-c2nc(Nc3ccc(CCO)cc3)ncc2C#N)cc1,150
CC(O)C(C)Sc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br,150
NC(=O)n1c(-c2ccc(NC(=O)Nc3ccccc3)cc2)cc2ccccc21,150
CSc1nnc(-c2cn3ncnc(Nc4cnc5[nH]c(C)cc5c4)c3c2C(C)C)o1,150
c1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)[nH]2)c(NCc2ccc3ncccc3c2)c1,150
CC(C)n1nc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c2c(N)ncnc21,153
Nc1n[nH]c2cccc(-c3ccc(NC(=O)NC4CCCC4)cc3)c12,153
Cc1ccc2nc(Cl)c(/C=C/C(=O)c3ccc(I)s3)cc2c1,154.27
Cc1ccc2cc(/C=C/C(=O)c3sccc3C)c(Cl)nc2c1,157.21
O=C1Nc2ccccc2S/C1=C\c1c[nH]c2cc(OCCN3CCOCC3)ccc12,160
Cc1ccc2[nH]cc(C(=O)c3ccccc3NCc3ccc4ncccc4c3)c2c1,160
COc1cc2nccc(CN3CCc4c(cccc4C(=O)Nc4ccc(Cl)cc4)C3)c2cc1OC,165
NC(=O)Cn1cc(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,167
Clc1ccc(Nc2nccc(Nc3ccc4[nH]ncc4c3)n2)cc1,168
O=C1Nc2ccccc2S/C1=C\c1c[nH]c2c(C(=O)N3CCC(N4CCCCC4)CC3)cccc12,170
COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1,170
Cn1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,172
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@@H]1CCNC1,174
COc1cc(OC)cc(-c2cc3cnc(NCCCCOc4ccccc4)cc3nc2NC(=O)NC(C)(C)C)c1,180
CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)Oc5ccccc5)cc4)n[nH]3)cc2)CC1,180
Cc1noc(NCc2ccncc2)c1C(=O)Nc1ccc(C(F)(F)F)cc1,180
Cc1ccc(-n2cc(-c3ccccc3NCc3ccncc3)nn2)cc1C(F)(F)F,180
Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(C(C)(C)C)cc1,180
Cc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,186
CC(=O)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,187
